Name	Index	Desc	Assay	CellLine or Tissue	Group	Lifestage	Type
DNASE_left_lung_male_embryo__87_days_	388	Left Lung Male Embryo (87 days) DNASE	DNASE	Left Lung Male Embryo	Lung	Developing	Tissue
DNASE_left_lung_male_embryo__96_days_	492	Left Lung Male Embryo (96 days) DNASE	DNASE	Left Lung Male Embryo	Lung	Developing	Tissue
DNASE_lung_embryo__101_day_	668	Lung Embryo (101 days) DNASE	DNASE	Lung Embryo	Lung	Developing	Tissue
DNASE_lung_embryo__112_days_	167	Lung Embryo (112 days) DNASE	DNASE	Lung Embryo	Lung	Developing	Tissue
DNASE_lung_embryo__67_days_	419	Lung Embryo (67 days) DNASE	DNASE	Lung Embryo	Lung	Developing	Tissue
DNASE_lung_embryo__80_days__and_male_embryo__76_days_	461	Lung Embryo (80 days) and Male Embryo (76 days) DNASE	DNASE	Lung Embryo and Male Embryo	Lung	Developing	Tissue
DNASE_lung_female_embryo__108_days_	406	Lung Female Embryo (108 days) DNASE	DNASE	Lung Female Embryo	Lung	Developing	Tissue
DNASE_lung_female_embryo__120_days_	272	Lung Female Embryo (120 days) DNASE	DNASE	Lung Female Embryo	Lung	Developing	Tissue
DNASE_lung_female_embryo__76_days_	229	Lung Female Embryo (76 days) DNASE	DNASE	Lung Female Embryo	Lung	Developing	Tissue
DNASE_lung_female_embryo__85_days_	231	Lung Female Embryo (85 days) DNASE	DNASE	Lung Female Embryo	Lung	Developing	Tissue
DNASE_lung_female_embryo__96_days_	591	Lung Female Embryo (96 days) DNASE	DNASE	Lung Female Embryo	Lung	Developing	Tissue
DNASE_lung_male_embryo__103_days_	327	Lung Male Embryo (103 days) DNASE	DNASE	Lung Male Embryo	Lung	Developing	Tissue
DNASE_lung_male_embryo__108_days_	200	Lung Male Embryo (108 days) DNASE	DNASE	Lung Male Embryo	Lung	Developing	Tissue
DNASE_lung_male_embryo__82_days_	464	Lung Male Embryo (82 days) DNASE	DNASE	Lung Male Embryo	Lung	Developing	Tissue
DNASE_lung_male_embryo__54_days__and_male_embryo__58_days_	487	Lung Male Embryo (54 days) and Male Embryo (58 days) DNASE	DNASE	Lung Male Embryo and Male Embryo	Lung	Developing	Tissue
DNASE_lung_microvascular_endothelial_cell_female	105	Lung Microvascular Endothelial Cell Female DNASE	DNASE	Lung Microvascular Endothelial Cell Female	Lung	Adult	Tissue
DNASE_lung_microvascular_endothelial_cell_female	106	Lung Microvascular Endothelial Cell Female DNASE	DNASE	Lung Microvascular Endothelial Cell Female	Lung	Adult	Tissue
DNASE_right_lung_female_embryo__105_days_	314	Right Lung (Female Embryo, 105 days) DNASE	DNASE	Right Lung (Female Embryo, 105 days)	Lung	Developing	Tissue
DNASE_right_lung_female_embryo__107_days_	603	Right Lung (Female Embryo, 107 days) DNASE	DNASE	Right Lung (Female Embryo, 107 days)	Lung	Developing	Tissue
DNASE_right_lung_female_embryo__108_days_	627	Right Lung (Female Embryo, 108 days) DNASE	DNASE	Right Lung (Female Embryo, 108 days)	Lung	Developing	Tissue
DNASE_right_lung_female_embryo__110_days_	387	Right Lung (Female Embryo, 110 days) DNASE	DNASE	Right Lung (Female Embryo, 110 days)	Lung	Developing	Tissue
DNASE_right_lung_female_embryo__117_days_	589	Right Lung (Female Embryo, 117 days) DNASE	DNASE	Right Lung (Female Embryo, 117 days)	Lung	Developing	Tissue
DNASE_right_lung_female_embryo__91_day_	295	Right Lung (Female Embryo, 91 day) DNASE	DNASE	Right Lung (Female Embryo, 91 day)	Lung	Developing	Tissue
DNASE_right_lung_female_embryo__98_days_	390	Right Lung (Female Embryo, 98 days) DNASE	DNASE	Right Lung (Female Embryo, 98 days)	Lung	Developing	Tissue
DNASE_right_lung_male_embryo__105_days_	590	Right Lung (Male Embryo, 105 days) DNASE	DNASE	Right Lung (Male Embryo, 105 days)	Lung	Developing	Tissue
DNASE_right_lung_male_embryo__115_days_	279	Right Lung (Male Embryo, 115 days) DNASE	DNASE	Right Lung (Male Embryo, 115 days)	Lung	Developing	Tissue
DNASE_right_lung_male_embryo__87_days_	645	Right Lung (Male Embryo, 87 days) DNASE	DNASE	Right Lung (Male Embryo, 87 days)	Lung	Developing	Tissue
DNASE_right_lung_male_embryo__96_days_	659	Right Lung (Male Embryo, 96 days) DNASE	DNASE	Right Lung (Male Embryo, 96 days)	Lung	Developing	Tissue
DNASE_upper_lobe_of_left_lung_female_adult__51_year_	409	Upper Lobe of Left Lung (Female Adult, 51 year) DNASE	DNASE	Upper Lobe of Left Lung (Female Adult, 51 year)	Lung	Adult	Tissue
DNASE_upper_lobe_of_left_lung_female_adult__53_years_	579	Upper Lobe of Left Lung (Female Adult, 53 years) DNASE	DNASE	Upper Lobe of Left Lung (Female Adult, 53 years)	Lung	Adult	Tissue
DNASE_upper_lobe_of_left_lung_male_adult__37_years_	245	Upper Lobe of Left Lung (Male Adult, 37 years) DNASE	DNASE	Upper Lobe of Left Lung (Male Adult, 37 years)	Lung	Adult	Tissue
DNASE_GM06990	66	GM06990 DNASE	DNASE	GM06990	Lymphoblastoid	Unknown	Cell Line
DNASE_GM10248	11	GM10248 DNASE	DNASE	GM10248	Lymphoblastoid	Unknown	Cell Line
DNASE_GM12864	67	GM12864 DNASE	DNASE	GM12864	Lymphoblastoid	Unknown	Cell Line
DNASE_GM12865	68	GM12865 DNASE	DNASE	GM12865	Lymphoblastoid	Unknown	Cell Line
DNASE_GM12878	12	GM12878 DNASE	DNASE	GM12878	Lymphoblastoid	Unknown	Cell Line
DNASE_GM12878	69	GM12878 DNASE	DNASE	GM12878	Lymphoblastoid	Unknown	Cell Line
DNASE_GM12891	13	GM12891 DNASE	DNASE	GM12891	Lymphoblastoid	Unknown	Cell Line
DNASE_GM12892	14	GM12892 DNASE	DNASE	GM12892	Lymphoblastoid	Unknown	Cell Line
DNASE_GM18507	15	GM18507 DNASE	DNASE	GM18507	Lymphoblastoid	Unknown	Cell Line
DNASE_GM19238	16	GM19238 DNASE	DNASE	GM19238	Lymphoblastoid	Unknown	Cell Line
DNASE_GM19239	17	GM19239 DNASE	DNASE	GM19239	Lymphoblastoid	Unknown	Cell Line
DNASE_GM19240	18	GM19240 DNASE	DNASE	GM19240	Lymphoblastoid	Unknown	Cell Line
DNASE_dedifferentiated_amniotic_fluid_mesenchymal_stem_cell	578	Dedifferentiated Amniotic Fluid Mesenchymal Stem Cell DNASE	DNASE	Dedifferentiated Amniotic Fluid Mesenchymal Stem Cell	Mesench	Unknown	Cell Line
DNASE_mesenchymal_stem_cell_originated_from_H1_hESC	533	Mesenchymal Stem Cell Originated from H1 hESC DNASE	DNASE	Mesenchymal Stem Cell Originated from H1 hESC	Mesench	Unknown	In Vitro Differentiated
DNASE_LHCN_M2	125	LHCN_M2 DNASE	DNASE	LHCN_M2	Muscle	Unknown	Cell Line
DNASE_myocyte_originated_from_LHCN_M2	124	Myocyte Originated from LHCN M2 DNASE	DNASE	Myocyte Originated from LHCN M2	Muscle	Unknown	Cell Line
DNASE_forelimb_muscle_female_embryo__108_days_	247	Forelimb Muscle Female Embryo (108 days) DNASE	DNASE	Forelimb Muscle	Muscle	Developing	Tissue
DNASE_gastrocnemius_medialis_female_adult__51_year_	282	Gastrocnemius Medialis Female Adult (51 year) DNASE	DNASE	Gastrocnemius Medialis	Muscle	Adult	Tissue
DNASE_gastrocnemius_medialis_male_adult__37_years_	250	Gastrocnemius Medialis Male Adult (37 years) DNASE	DNASE	Gastrocnemius Medialis	Muscle	Adult	Tissue
DNASE_gastrocnemius_medialis_male_adult__54_years_	251	Gastrocnemius Medialis Male Adult (54 years) DNASE	DNASE	Gastrocnemius Medialis	Muscle	Adult	Tissue
DNASE_hindlimb_muscle_male_embryo__120_days_	358	Hindlimb Muscle Male Embryo (120 days) DNASE	DNASE	Hindlimb Muscle Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_embryo__101_day_	581	Muscle of Arm Embryo (101 days) DNASE	DNASE	Muscle of Arm Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_female_embryo__105_days_	426	Muscle of Arm Female Embryo (105 days) DNASE	DNASE	Muscle of Arm Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_female_embryo__115_days_	195	Muscle of Arm Female Embryo (115 days) DNASE	DNASE	Muscle of Arm Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_female_embryo__120_days_	342	Muscle of Arm Female Embryo (120 days) DNASE	DNASE	Muscle of Arm Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_female_embryo__85_days_	320	Muscle of Arm Female Embryo (85 days) DNASE	DNASE	Muscle of Arm Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_female_embryo__98_days_	541	Muscle of Arm Female Embryo (98 days) DNASE	DNASE	Muscle of Arm Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_male_embryo__101_day_	341	Muscle of Arm Male Embryo (101 day) DNASE	DNASE	Muscle of Arm Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_male_embryo__104_days_	647	Muscle of Arm Male Embryo (104 days) DNASE	DNASE	Muscle of Arm Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_male_embryo__105_days_	646	Muscle of Arm Male Embryo (105 days) DNASE	DNASE	Muscle of Arm Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_male_embryo__113_days_	299	Muscle of Arm Male Embryo (113 days) DNASE	DNASE	Muscle of Arm Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_male_embryo__115_days_	609	Muscle of Arm Male Embryo (115 days) DNASE	DNASE	Muscle of Arm Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_male_embryo__120_days_	393	Muscle of Arm Male Embryo (120 days) DNASE	DNASE	Muscle of Arm Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_male_embryo__96_days_	317	Muscle of Arm Male Embryo (96 days) DNASE	DNASE	Muscle of Arm Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_male_embryo__96_days_	615	Muscle of Arm Male Embryo (96 days) DNASE	DNASE	Muscle of Arm Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_male_embryo__97_days_	478	Muscle of Arm Male Embryo (97 days) DNASE	DNASE	Muscle of Arm Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_arm_male_embryo__97_days_	500	Muscle of Arm Male Embryo (97 days) DNASE	DNASE	Muscle of Arm Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_female_embryo__105_days_	181	Muscle of Back Female Embryo (105 days) DNASE	DNASE	Muscle of Back Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_female_embryo__105_days_	463	Muscle of Back Female Embryo (105 days) DNASE	DNASE	Muscle of Back Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_female_embryo__113_days_	169	Muscle of Back Female Embryo (113 days) DNASE	DNASE	Muscle of Back Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_female_embryo__115_days_	213	Muscle of Back Female Embryo (115 days) DNASE	DNASE	Muscle of Back Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_female_embryo__85_days_	266	Muscle of Back Female Embryo (85 days) DNASE	DNASE	Muscle of Back Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_female_embryo__98_days_	199	Muscle of Back Female Embryo (98 days) DNASE	DNASE	Muscle of Back Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_male_embryo__101_day_	253	Muscle of Back Male Embryo (101 day) DNASE	DNASE	Muscle of Back Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_male_embryo__104_days_	230	Muscle of Back Male Embryo (104 days) DNASE	DNASE	Muscle of Back Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_male_embryo__105_days_	343	Muscle of Back Male Embryo (105 days) DNASE	DNASE	Muscle of Back Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_male_embryo__108_days_	404	Muscle of Back Male Embryo (108 days) DNASE	DNASE	Muscle of Back Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_male_embryo__127_days_	560	Muscle of Back Male Embryo (127 days) DNASE	DNASE	Muscle of Back Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_male_embryo__91_day_	324	Muscle of Back Male Embryo (91 day) DNASE	DNASE	Muscle of Back Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_male_embryo__96_days_	384	Muscle of Back Male Embryo (96 days) DNASE	DNASE	Muscle of Back Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_male_embryo__96_days_	520	Muscle of Back Male Embryo (96 days) DNASE	DNASE	Muscle of Back Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_back_male_embryo__97_days_	312	Muscle of Back Male Embryo (97 days) DNASE	DNASE	Muscle of Back Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_leg_female_embryo__105_days_	309	Muscle of Leg Female Embryo (105 days) DNASE	DNASE	Muscle of Leg Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_leg_female_embryo__113_days_	301	Muscle of Leg Female Embryo (113 days) DNASE	DNASE	Muscle of Leg Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_leg_female_embryo__115_days_	635	Muscle of Leg Female Embryo (115 days) DNASE	DNASE	Muscle of Leg Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_leg_female_embryo__85_days_	267	Muscle of Leg Female Embryo (85 days) DNASE	DNASE	Muscle of Leg Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_leg_male_embryo__101_day_	249	Muscle of Leg Male Embryo (101 day) DNASE	DNASE	Muscle of Leg Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_leg_male_embryo__104_days_	605	Muscle of Leg Male Embryo (104 days) DNASE	DNASE	Muscle of Leg Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_leg_male_embryo__105_days_	424	Muscle of Leg Male Embryo (105 days) DNASE	DNASE	Muscle of Leg Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_leg_male_embryo__115_days_	633	Muscle of Leg Male Embryo (115 days) DNASE	DNASE	Muscle of Leg Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_leg_male_embryo__127_days_	483	Muscle of Leg Male Embryo (127 days) DNASE	DNASE	Muscle of Leg Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_leg_male_embryo__96_days_	191	Muscle of Leg Male Embryo (96 days) DNASE	DNASE	Muscle of Leg Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_leg_male_embryo__96_days_	313	Muscle of Leg Male Embryo (96 days) DNASE	DNASE	Muscle of Leg Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_leg_male_embryo__97_days_	180	Muscle of Leg Male Embryo (97 days) DNASE	DNASE	Muscle of Leg Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_leg_male_embryo__97_days_	310	Muscle of Leg Male Embryo (97 days) DNASE	DNASE	Muscle of Leg Male Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_trunk_female_embryo__113_days_	385	Muscle of Trunk Female Embryo (113 days) DNASE	DNASE	Muscle of Trunk Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_trunk_female_embryo__120_days_	276	Muscle of Trunk Female Embryo (120 days) DNASE	DNASE	Muscle of Trunk Female Embryo	Muscle	Developing	Tissue
DNASE_muscle_of_trunk_female_embryo__121_day_	364	Muscle of Trunk Female Embryo (121 day) DNASE	DNASE	Muscle of Trunk Female Embryo	Muscle	Developing	Tissue
DNASE_psoas_muscle_male_adult__27_years__and_male_adult__35_years_	44	Psoas Muscle (Male Adult, 27 years, and Male Adult, 35 years) DNASE	DNASE	Psoas Muscle (Male Adult, 27 years, and Male Adult, 35 years)	Muscle	Adult	Tissue
DNASE_psoas_muscle_male_child__3_years_	375	Psoas Muscle (Male Child, 3 years) DNASE	DNASE	Psoas Muscle (Male Child, 3 years)	Muscle	Child	Tissue
DNASE_skeletal_muscle_cell	147	Skeletal Muscle Cell DNASE	DNASE	Skeletal Muscle Cell	Muscle	Adult	Tissue
DNASE_skeletal_muscle_myoblast	116	Skeletal Muscle Myoblast DNASE	DNASE	Skeletal Muscle Myoblast	Muscle	Adult	Tissue
DNASE_tongue_female_embryo__59_days__and_female_embryo__76_days_	545	Tongue (Female Embryo, 59 days, and Female Embryo, 76 days) DNASE	DNASE	Tongue (Female Embryo, 59 days, and Female Embryo, 76 days)	Muscle	Developing	Tissue
DNASE_tongue_male_embryo__72_days_	450	Tongue (Male Embryo, 72 days) DNASE	DNASE	Tongue (Male Embryo, 72 days)	Muscle	Developing	Tissue
DNASE_myotube_originated_from_skeletal_muscle_myoblast	117	Myotube Originated from Skeletal Muscle Myoblast DNASE	DNASE	Myotube Originated from Skeletal Muscle Myoblast	Myosatellite	Developing	Tissue
DNASE_MCF_7	128	MCF-7 DNASE	DNASE	MCF-7	Other	Unknown	Cell Line
DNASE_MCF_7	130	MCF-7 DNASE	DNASE	MCF-7	Other	Unknown	Cell Line
DNASE_MCF_7_originated_from_MCF_7	38	MCF-7 Originated from MCF-7 DNASE	DNASE	MCF-7 Originated from MCF-7	Other	Unknown	Cell Line
DNASE_MCF_7_treated_with_100_nM_estradiol_for_1_hour	129	MCF-7 Treated with 100nM Estradiol for 1 hour DNASE	DNASE	MCF-7 Treated with 100nM Estradiol for 1 hour	Other	Unknown	Cell Line
DNASE_breast_epithelium_female_adult__51_year_	472	Breast Epithelium Female Adult (51 year) DNASE	DNASE	Breast Epithelium	Other	Adult	Tissue
DNASE_embryonic_facial_prominence_embryo__53_days__and_embryo__58_days_	381	Embryonic Facial Prominence Embryo (53 days) and Embryo (58 days) DNASE	DNASE	Embryonic Facial Prominence	Other	Developing	Tissue
DNASE_limb_embryo__53_days__and_embryo__56_days_	576	Limb Embryo (53 days) and Embryo (56 days) DNASE	DNASE	Limb Embryo and Embryo	Other	Developing	Tissue
DNASE_limb_embryo__58_days__and_embryo__59_days_	433	Limb Embryo (58 days) and Embryo (59 days) DNASE	DNASE	Limb Embryo and Embryo	Other	Developing	Tissue
DNASE_body_of_pancreas_female_adult__51_year_	431	Body of Pancreas Female Adult (51 year) DNASE	DNASE	Body of Pancreas	Pancreas	Adult	Tissue
DNASE_body_of_pancreas_female_adult__53_years_	371	Body of Pancreas Female Adult (53 years) DNASE	DNASE	Body of Pancreas	Pancreas	Adult	Tissue
DNASE_body_of_pancreas_male_adult__37_years_	429	Body of Pancreas Male Adult (37 years) DNASE	DNASE	Body of Pancreas	Pancreas	Adult	Tissue
DNASE_body_of_pancreas_male_adult__54_years_	280	Body of Pancreas Male Adult (54 years) DNASE	DNASE	Body of Pancreas	Pancreas	Adult	Tissue
DNASE_islet_precursor_cell	277	Islet Precursor Cell DNASE	DNASE	Islet Precursor Cell	Pancreas	Adult	Tissue
DNASE_HTR_8_SVneo	28	HTR-8 SVneo DNASE	DNASE	HTR-8 SVneo	Placenta & EEM	Unknown	Cell Line
DNASE_amniotic_epithelial_cell	79	Amniotic Epithelial Cell DNASE	DNASE	Amniotic Epithelial Cell	Placenta & EEM	Developing	Tissue
DNASE_amniotic_stem_cell	269	Amniotic Stem Cell DNASE	DNASE	Amniotic Stem Cell	Placenta & EEM	Developing	Tissue
DNASE_chorion	2	Chorion DNASE	DNASE	Chorion	Placenta & EEM	Developing	Tissue
DNASE_placenta_embryo__102_days_	445	Placenta (Embryo, 102 days) DNASE	DNASE	Placenta (Embryo, 102 days)	Placenta & EEM	Developing	Tissue
DNASE_placenta_embryo__53_days_	413	Placenta (Embryo, 53 days) DNASE	DNASE	Placenta (Embryo, 53 days)	Placenta & EEM	Developing	Tissue
DNASE_placenta_embryo__56_days__and_embryo__59_days_	446	Placenta (Embryo, 56 days, and Embryo, 59 days) DNASE	DNASE	Placenta (Embryo, 56 days, and Embryo, 59 days)	Placenta & EEM	Developing	Tissue
DNASE_placenta_female_embryo__101_day__and_male_embryo__105_days_	459	Placenta (Female Embryo, 101 day, and Male Embryo, 105 days) DNASE	DNASE	Placenta (Female Embryo, 101 day, and Male Embryo, 105 days)	Placenta & EEM	Developing	Tissue
DNASE_placenta_female_embryo__105_days_	442	Placenta (Female Embryo, 105 days) DNASE	DNASE	Placenta (Female Embryo, 105 days)	Placenta & EEM	Developing	Tissue
DNASE_placenta_female_embryo__108_days_	223	Placenta (Female Embryo, 108 days) DNASE	DNASE	Placenta (Female Embryo, 108 days)	Placenta & EEM	Developing	Tissue
DNASE_placenta_female_embryo__113_days_	182	Placenta (Female Embryo, 113 days) DNASE	DNASE	Placenta (Female Embryo, 113 days)	Placenta & EEM	Developing	Tissue
DNASE_placenta_female_embryo__85_days_	498	Placenta (Female Embryo, 85 days) DNASE	DNASE	Placenta (Female Embryo, 85 days)	Placenta & EEM	Developing	Tissue
DNASE_placenta_male_embryo__85_days_	568	Placenta (Male Embryo, 85 days) DNASE	DNASE	Placenta (Male Embryo, 85 days)	Placenta & EEM	Developing	Tissue
DNASE_placenta_male_embryo__91_day_	671	Placenta (Male Embryo, 91 day) DNASE	DNASE	Placenta (Male Embryo, 91 day)	Placenta & EEM	Developing	Tissue
DNASE_trophoblast_cell_embryo__17_weeks__and_embryo__18_weeks_	466	Trophoblast Cell (Embryo, 17 weeks, and Embryo, 18 weeks) DNASE	DNASE	Trophoblast Cell (Embryo, 17 weeks, and Embryo, 18 weeks)	Placenta & EEM	Developing	Tissue
DNASE_trophoblast_cell_embryo__21_week_	219	Trophoblast Cell (Embryo, 21 week) DNASE	DNASE	Trophoblast Cell (Embryo, 21 week)	Placenta & EEM	Developing	Tissue
DNASE_trophoblast_cell_embryo__23_weeks_	573	Trophoblast Cell (Embryo, 23 weeks) DNASE	DNASE	Trophoblast Cell (Embryo, 23 weeks)	Placenta & EEM	Developing	Tissue
DNASE_trophoblast_cell_embryo__39_weeks__and_embryo__40_weeks_	658	Trophoblast Cell (Embryo, 39 weeks, and Embryo, 40 weeks) DNASE	DNASE	Trophoblast Cell (Embryo, 39 weeks, and Embryo, 40 weeks)	Placenta & EEM	Developing	Tissue
DNASE_umbilical_cord_embryo__59_days__and_male_embryo__76_days_	423	Umbilical Cord (Embryo, 59 days, and Male Embryo, 76 days) DNASE	DNASE	Umbilical Cord (Embryo, 59 days, and Male Embryo, 76 days)	Placenta & EEM	Developing	Tissue
